1,2019,12.00
2,2019,33.00
3,2019,11.00
4,2019,123.00
5,2019,3211.00
6,2019,122.00
7,2019,33.00
8,2019,89.00
9,2019,2331.00
10,2019,2341.00
11,2019,3333.00
12,2019,1.00
13,2019,2.00
14,2019,3.00
15,2019,123.00
16,2019,312.00
17,2019,312.00
18,2019,1.00
19,2019,12.00
20,2019,3.00
21,2019,33.00
22,2019,11.00
1,2020,12.00
2,2020,32.00
3,2020,12.00
4,2020,2313.00
5,2020,6.00
6,2020,656.00
7,2020,67.00
8,2020,698.00
9,2020,23.00
10,2020,55.00
11,2020,9.00
12,2020,899.00
13,2020,7.00
14,2020,89.00
15,2020,98.00
16,2020,0.00
17,2020,56.00
18,2020,78.00
19,2020,0.00
20,2020,56.00
21,2020,790.00
22,2020,0.00
1,2021,38.00
2,2021,23.00
3,2021,1.00
4,2021,453.00
5,2021,0.00
6,2021,12.00
7,2021,32.00
8,2021,2.00
9,2021,2.00
10,2021,333.00
11,2021,3.00
12,2021,0.00
13,2021,2.00
14,2021,3.00
15,2021,4.00
16,2021,656.00
17,2021,89.00
18,2021,5.00
19,2021,6.00
20,2021,7.00
21,2021,89.00
22,2021,0.00
